grade,substandard_description,substandard_id,direct_instructions,match_confidence,similarity_score,llm_explanation
8,Graph proportional relationships.,CCSS.MATH.CONTENT.8.EE.B.5+2,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.000,
8,"Write an equation, y = mx, for a line through the origin.",CCSS.MATH.CONTENT.8.EE.B.6+4,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Low,0.297,
8,"Compare two different proportional relationships represented in different ways (tables, equations and graphs).",CCSS.MATH.CONTENT.8.EE.B.5+3,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.107,
8,Find the slope of a linear function from a graph.,CCSS.MATH.CONTENT.8.EE.B.6+1,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Low,0.205,
8,Find the slope of a linear function from two points.,CCSS.MATH.CONTENT.8.EE.B.6+2,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.193,
8,Use similar triangles to explain why the slope m is the same between any two distinct points on a non-vertical line in the coordinate plane by making the distance between the points the hypotenuse of a right triangle and solving for the ratio of the vertical leg to the horizontal leg.,CCSS.MATH.CONTENT.8.EE.B.6+3,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.000,"The direct instruction format addresses identifying bases and exponents from expanded notation, which is a completely different mathematical topic and skill set from explaining the consistency of slope using similar triangles. There is no conceptual, topical, or skill alignment."
8,Find the slope or the intercept from slope-intercept form.,CCSS.MATH.CONTENT.8.EE.B.6+5,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Low,0.263,
8,Graph a line in slope-intercept form.,CCSS.MATH.CONTENT.8.F.B.4+8,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.000,
8,Graph a line in slope-intercept form in real world context.,CCSS.MATH.CONTENT.8.F.B.4+10,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.000,
8,Write an equation in slope-intercept from (y = mx + b) for a graph of a line intercepting the vertical axis at b.,CCSS.MATH.CONTENT.8.F.B.4+13,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Low,0.241,
8,Write an equation for a linear function from a table.,CCSS.MATH.CONTENT.8.F.B.4+14,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.183,
8,"Analyze real-world linear situations to determine the rate of change and initial value, and explain the meaning of each quantity in context.",CCSS.MATH.CONTENT.8.F.B.4+12,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Low,0.331,
8,Write an equation for a linear function of a graph with real world context.,CCSS.MATH.CONTENT.8.F.B.4+11,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.120,
8,Graph a line in standard form.,CCSS.MATH.CONTENT.8.F.B.4+9,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.000,
8,"Compare properties of two functions, each represented in a different way.",CCSS.MATH.CONTENT.8.F.A.2+1,Skill: Pre-Algebra | Problem Type: Combining exponents | Sequence: 2,Very Low,0.064,
8,Solve linear equations including multi-step equations with the same variable on both sides,CCSS.MATH.CONTENT.8.EE.C.7.B+1,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.119,
8,"Solve linear equations in one variable as having one solution, infinitely many solutions, or no solutions.",CCSS.MATH.CONTENT.8.EE.C.7.A+1,Skill: Pre-Algebra | Problem Type: Combining exponents | Sequence: 2,Very Low,0.045,
8,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms",CCSS.MATH.CONTENT.8.EE.C.7.B+3,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.182,
8,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously.",CCSS.MATH.CONTENT.8.EE.C.8.A,Skill: Pre-Algebra | Problem Type: Combining exponents | Sequence: 2,Very Low,0.086,
8,Create scatter plots,CCSS.MATH.CONTENT.8.SP.A.1+1,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.000,
8,Solve systems of two linear equations by graphing.,CCSS.MATH.CONTENT.8.EE.C.8.B+1,Skill: Pre-Algebra | Problem Type: Combining exponents | Sequence: 2,Very Low,0.072,
8,Solve systems of two linear equations in two variables using substitution.,CCSS.MATH.CONTENT.8.EE.C.8.B+2,Skill: Pre-Algebra | Problem Type: Combining exponents | Sequence: 2,Very Low,0.113,
8,Solve systems of two linear equations in two variables by using Elimination.,CCSS.MATH.CONTENT.8.EE.C.8.B+3,Skill: Pre-Algebra | Problem Type: Combining exponents | Sequence: 2,Very Low,0.109,
8,Solve real-world problems leading to two linear equations in two variables. ,CCSS.MATH.CONTENT.8.EE.C.8.C+1,Skill: Pre-Algebra | Problem Type: Combining exponents | Sequence: 2,Very Low,0.136,
8,Determine whether a number is rational or irrational.,CCSS.MATH.CONTENT.8.NS.A.1+1,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.000,
8,Convert a decimal expansion which repeats eventually into a rational number.,CCSS.MATH.CONTENT.8.NS.A.1+2,Skill: Pre-Algebra | Problem Type: Combining exponents | Sequence: 2,Very Low,0.068,
8,Estimate positive and negative square roots.,CCSS.MATH.CONTENT.8.NS.A.2+1,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.169,
8,Graph irrational numbers on the number line.,CCSS.MATH.CONTENT.8.NS.A.2+2,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.180,
8,Compare rational and irrational numbers.,CCSS.MATH.CONTENT.8.NS.A.2+3,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.186,
8,Order rational and irrational numbers.,CCSS.MATH.CONTENT.8.NS.A.2+4,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.186,
8,Use rational approximations of irrational numbers to calculate and approximate expressions involving irrational numbers.,CCSS.MATH.CONTENT.8.NS.A.2+5,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.098,
8,Evaluate square roots of small perfect squares.,CCSS.MATH.CONTENT.8.EE.A.2+1,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.000,
8,"Use square root symbols to represent solutions to equations of the form x^2 = p, where p is a positive rational number.",CCSS.MATH.CONTENT.8.EE.A.2+3,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.106,
8,Identify rational and irrational square roots.,CCSS.MATH.CONTENT.8.EE.A.2+5,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.169,
8,Evaluate cube roots of small perfect cubes.,CCSS.MATH.CONTENT.8.EE.A.2+2,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.000,
8,"Use cube root symbols to represent solutions to equations of the form x^3 = p, where p is a positive rational number. ",CCSS.MATH.CONTENT.8.EE.A.2+4,Skill: Pre-Algebra | Problem Type: Simplifying exponents | Sequence: 3,Very Low,0.184,
8,Use the Pythagorean Theorem and its converse.,CCSS.MATH.CONTENT.8.G.B.6+1,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Low,0.336,
8,Solve real-world problems using the Pythagorean Theorem in two dimensions.,CCSS.MATH.CONTENT.8.G.B.7+1,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.143,
8,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system where the unknown distance between the points is the hypotenuse.,CCSS.MATH.CONTENT.8.G.B.8+1,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Low,0.336,
8,Use the Pythagorean Theorem to find the hypotenuse of one of the legs of a right triangle in a three dimensional shape.,CCSS.MATH.CONTENT.8.G.B.7+2,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Low,0.252,
8,Solve real-world problems using the Pythagorean Theorem in three dimensions.,CCSS.MATH.CONTENT.8.G.B.7+3,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.143,
8,Apply the formulas for the volume of 3D shapes to solve mathematical problems.,CCSS.MATH.CONTENT.8.G.C.9+1,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Low,0.326,
8,Apply the formulas for the volume of 3D shapes to solve real-world problems.,CCSS.MATH.CONTENT.8.G.C.9+2,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Low,0.315,
8,Apply the formulas for volume of 3D shapes to find the volume of composite shapes.,CCSS.MATH.CONTENT.8.G.C.9+3,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Low,0.263,
8,"For scatter plots of bivariate measurement data, identify patterns of clustering. ",CCSS.MATH.CONTENT.8.SP.A.1+2,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.086,
8,"For scatter plots of bivariate measurement data, identify outliers.",CCSS.MATH.CONTENT.8.SP.A.1+3,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.104,
8,"For scatter plots of bivariate measurement data, identify whether there exists a positive, negative or no association, and whether there is a linear or nonlinear association.",CCSS.MATH.CONTENT.8.SP.A.1+4,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.128,
8,Write an equation for the line of best fit for a scatterplot.,CCSS.MATH.CONTENT.8.SP.A.2+1,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Low,0.333,
8,Use the equation of a linear model to solve problems in the context of bivariate measurement data. Interpret the significance of the slope and intercept in the context of the problem.,CCSS.MATH.CONTENT.8.SP.A.3+1,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Low,0.381,
8,Interpret data on a two-way table.,CCSS.MATH.CONTENT.8.SP.A.4+1,Skill: Pre-Algebra | Problem Type: Combining exponents | Sequence: 2,Very Low,0.083,
8,Create two way tables to represent data.,CCSS.MATH.CONTENT.8.SP.A.4+2,Skill: Pre-Algebra | Problem Type: Combining exponents | Sequence: 2,Very Low,0.115,
8,Interpret a two-way table to determine probability.,CCSS.MATH.CONTENT.8.SP.A.4+3,Skill: Pre-Algebra | Problem Type: Combining exponents | Sequence: 2,Very Low,0.115,
