grade,substandard_description,substandard_id,direct_instructions,match_confidence,similarity_score,llm_explanation
6,Find a part given the percent and the whole.,CCSS.MATH.CONTENT.6.RP.A.3.C+4,"Skill: Pre-Algebra | Problem Type: Given a line on the coordinate system, find the points, complete a function table, and find the function | Sequence: 2",Very Low,0.000,"The curriculum standard focuses on finding a part from a percent and a whole (percentages/proportions), while the direct instruction format describes finding points, completing function tables, and determining functions from a line on a coordinate system (algebra/functions/geometry). These are entirely unrelated mathematical topics."
6,"Understand the concept of a unit rate a/b associated with a ratio a:b with b ≠ 0, and use rate language in the context of a ratio relationship in a real world situation.",CCSS.MATH.CONTENT.6.RP.A.2+1,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in one-step problems | Sequence: 4,Low,0.226,
6,"Solve real-world problems by finding and applying unit rates—such as unit pricing or constant speed—e.g., mowing 4 lawns in 7 hours → lawns per hour and lawns in 35 hours.",CCSS.MATH.CONTENT.6.RP.A.3.B+1,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in two-step problems | Sequence: 5,Very Low,0.136,
6,Write equivalent ratios.,CCSS.MATH.CONTENT.6.RP.A.3.A+2,Skill: Pre-Algebra | Problem Type: Absolute value | Sequence: 3,Very Low,0.143,
6,Identify equivalent ratios.,CCSS.MATH.CONTENT.6.RP.A.3.A+1,"Skill: Percent, Ratio, Probability | Problem Type: Complex percentage problems | Sequence: 1",Very Low,0.000,
6,Create tables and graphs from ratios.,CCSS.MATH.CONTENT.6.RP.A.3.A+5,Skill: Pre-Algebra | Problem Type: Absolute value | Sequence: 3,Very Low,0.115,
6,Equivalent Ratio Situations,CCSS.MATH.CONTENT.6.RP.A.3.A+6,Skill: Pre-Algebra | Problem Type: Ratio tables | Sequence: 6,Very Low,0.118,
6,Determine which proportion to use to convert from one unit to another.,CCSS.MATH.CONTENT.6.RP.A.3.D+4,Skill: Pre-Algebra | Problem Type: Ratio tables | Sequence: 6,Very Low,0.171,
6,Convert rates and measurements within the customary system.,CCSS.MATH.CONTENT.6.RP.A.3.D+1,"Skill: Pre-Algebra | Problem Type: Given a line on the coordinate system, find the points, complete a function table, and find the function | Sequence: 2",Low,0.255,
6,Use ratios to convert rates and measurements within the metric system.,CCSS.MATH.CONTENT.6.RP.A.3.D+2,"Skill: Pre-Algebra | Problem Type: Given a line on the coordinate system, find the points, complete a function table, and find the function | Sequence: 2",Low,0.217,
6,Use ratios to convert between customary and metric systems.,CCSS.MATH.CONTENT.6.RP.A.3.D+3,"Skill: Pre-Algebra | Problem Type: Given two pairs of x and y values, students determine the function, complete the function table, and graph the points | Sequence: 1",Very Low,0.083,
6,"Convert between fractions, decimals and percents.",CCSS.MATH.CONTENT.6.RP.A.3.C+1,"Skill: Pre-Algebra | Problem Type: Given two pairs of x and y values, students determine the function, complete the function table, and graph the points | Sequence: 1",Very Low,0.102,
6,Find the percent given the part and the whole.,CCSS.MATH.CONTENT.6.RP.A.3.C+3,"Skill: Pre-Algebra | Problem Type: Given a line on the coordinate system, find the points, complete a function table, and find the function | Sequence: 2",Very Low,0.000,"The curriculum standard is about calculating percentages, while the direct instruction format describes teaching coordinate geometry and functions. These are entirely distinct mathematical topics with no conceptual overlap."
6,Find the whole given a part and a percent.,CCSS.MATH.CONTENT.6.RP.A.3.C+5,"Skill: Pre-Algebra | Problem Type: Given a line on the coordinate system, find the points, complete a function table, and find the function | Sequence: 2",Low,0.376,
6,Solve a word problem asking to find a percent of a number.,CCSS.MATH.CONTENT.6.RP.A.3.C+6,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Low,0.216,
6,Solve percent word problems.,CCSS.MATH.CONTENT.6.RP.A.3.C+2,"Skill: Percent, Ratio, Probability | Problem Type: Complex ratio problems; total not given | Sequence: 2",Very Low,0.183,
6,Translate between verbal descriptions and expressions and equations.,CCSS.MATH.CONTENT.6.EE.A.2.A+1,"Skill: Pre-Algebra | Problem Type: Given two pairs of x and y values, students determine the function, complete the function table, and graph the points | Sequence: 1",Very Low,0.158,
6,Write expressions that record operations with numbers and variables from word problems.,CCSS.MATH.CONTENT.6.EE.A.2.A+2,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in two-step problems | Sequence: 5,Low,0.274,
6,"Identify the parts of an expression using precise mathematical terms—sum, term, product, factor, quotient, and coefficient—and regard one or more parts of the expression as a single entity.",CCSS.MATH.CONTENT.6.EE.A.2.B+1,"Skill: Pre-Algebra | Problem Type: Given two pairs of x and y values, students determine the function, complete the function table, and graph the points | Sequence: 1",Low,0.212,
6,Verify whether a given value is a solution to an equation through substitution and evaluation.,CCSS.MATH.CONTENT.6.EE.B.5+1,Skill: Data Analysis | Problem Type: Measures of center and variability | Sequence: 2,Very Low,0.161,
6,Evaluate numerical expressions with whole numbers by substituting numbers in for variables.,CCSS.MATH.CONTENT.6.EE.A.2.C+4,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in two-step problems | Sequence: 5,Low,0.332,
6,Evaluate numerical expressions with fractions or decimals by substituting numbers in for variables.,CCSS.MATH.CONTENT.6.EE.A.2.C+5,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in two-step problems | Sequence: 5,Low,0.291,
6,Accurately evaluate algebraic expressions by substituting integer and fractional values for variables. Include expressions that arise from formulas used in real-world problems.,CCSS.MATH.CONTENT.6.EE.A.2.C+2,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in two-step problems | Sequence: 5,Low,0.224,
6,Solve real-world problems by evaluating given formulas or equations.,CCSS.MATH.CONTENT.6.EE.A.2.C+3,"Skill: Percent, Ratio, Probability | Problem Type: Complex ratio problems; total not given | Sequence: 2",Very Low,0.068,
6,Solve word problems involving evaluating expressions for a given variable.,CCSS.MATH.CONTENT.6.EE.A.3+4,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in two-step problems | Sequence: 5,Very Low,0.172,
6,Identify properties of addition and multiplication.,CCSS.MATH.CONTENT.6.EE.A.3+5,"Skill: Pre-Algebra | Problem Type: Given two pairs of x and y values, students determine the function, complete the function table, and graph the points | Sequence: 1",Very Low,0.146,
6,Multiply using the distributive property.,CCSS.MATH.CONTENT.6.EE.A.3+1,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Low,0.243,
6,Factor variable expressions using the distributive property.,CCSS.MATH.CONTENT.6.EE.A.3+2,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Low,0.205,
6,Add and subtract like terms.,CCSS.MATH.CONTENT.6.EE.A.3+3,"Skill: Pre-Algebra | Problem Type: Given two pairs of x and y values, students determine the function, complete the function table, and graph the points | Sequence: 1",Very Low,0.112,
6,Identify when two expressions are equivalent.,CCSS.MATH.CONTENT.6.EE.A.4+1,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in two-step problems | Sequence: 5,Low,0.301,
6,"Solve one-step addition and subtraction equations.
",CCSS.MATH.CONTENT.6.EE.B.7+1,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in one-step problems | Sequence: 4,Very Low,0.148,
6,Write one-variable addition or subtraction equations from word problems.,CCSS.MATH.CONTENT.6.EE.B.7+2,Skill: Pre-Algebra | Problem Type: Absolute value | Sequence: 3,Low,0.257,
6,Solve one-step multiplication and division equations.,CCSS.MATH.CONTENT.6.EE.B.7+3,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in one-step problems | Sequence: 4,Very Low,0.148,
6,Write one-step multiplication and division equations from word problems.,CCSS.MATH.CONTENT.6.EE.B.7+4,Skill: Pre-Algebra | Problem Type: Absolute value | Sequence: 3,Low,0.257,
6,Solve word problems involving real-world one-step equations.,CCSS.MATH.CONTENT.6.EE.B.7+5,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in one-step problems | Sequence: 4,Very Low,0.141,
6,Use positive and negative numbers in tandem to model real-world quantities that have opposite values or directions—such as temperatures above and below zero—interpreting zero as the neutral reference point in each context.,CCSS.MATH.CONTENT.6.NS.C.5+1,Skill: Pre-Algebra | Problem Type: Absolute value | Sequence: 3,Low,0.271,
6,Find and position integers and other rational numbers on a horizontal or vertical number line diagram.,CCSS.MATH.CONTENT.6.NS.C.6.C+1,"Skill: Pre-Algebra | Problem Type: Given a line on the coordinate system, find the points, complete a function table, and find the function | Sequence: 2",Low,0.274,
6,Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line.,CCSS.MATH.CONTENT.6.NS.C.6.A+1,"Skill: Percent, Ratio, Probability | Problem Type: Complex ratio problems; total not given | Sequence: 2",Low,0.243,
6,Compare rational numbers.,CCSS.MATH.CONTENT.6.NS.C.7.A+1,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in two-step problems | Sequence: 5,Very Low,0.110,
6,Order rational numbers.,CCSS.MATH.CONTENT.6.NS.C.7.B+1,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in two-step problems | Sequence: 5,Very Low,0.110,
6,Understand the absolute value of a rational number as its distance from 0 on the number line.,CCSS.MATH.CONTENT.6.NS.C.7.C+1,"Skill: Pre-Algebra | Problem Type: Given a line on the coordinate system, find the points, complete a function table, and find the function | Sequence: 2",Low,0.256,
6,Find the absolute value of numbers.,CCSS.MATH.CONTENT.6.NS.C.7.C+3,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in one-step problems | Sequence: 4,Very Low,0.000,"The curriculum standard is about understanding and calculating absolute value, which is a specific number sense concept. The direct instruction format, however, focuses on solving one-step algebraic equations for an unknown variable, a completely different skill set."
6,Interpret absolute value as magnitude for a positive or negative quantity in a real-world situation. Understand that |-a| = a.,CCSS.MATH.CONTENT.6.NS.C.7.C+2,Skill: Pre-Algebra | Problem Type: Absolute value | Sequence: 3,Very Low,0.178,
6,"Distinguish comparisons of absolute value from statements about order. For example, recognize that an account balance less than -30 dollars represents a debt greater than 30 dollars.",CCSS.MATH.CONTENT.6.NS.C.7.D+1,Skill: Pre-Algebra | Problem Type: Absolute value | Sequence: 3,Very Low,0.166,
6,Find and position pairs of integers and other rational numbers on a coordinate plane.,CCSS.MATH.CONTENT.6.NS.C.6.C+2,"Skill: Pre-Algebra | Problem Type: Given a line on the coordinate system, find the points, complete a function table, and find the function | Sequence: 2",Low,0.292,
6,"Recognize that when two ordered pairs differ only by signs, the locations of the points are related by being reflections across one or both axes.",CCSS.MATH.CONTENT.6.NS.C.6.B+1,"Skill: Pre-Algebra | Problem Type: Given two pairs of x and y values, students determine the function, complete the function table, and graph the points | Sequence: 1",Low,0.269,
6,Follow directions on a coordinate plane.,CCSS.MATH.CONTENT.6.NS.C.8+2,"Skill: Pre-Algebra | Problem Type: Given a line on the coordinate system, find the points, complete a function table, and find the function | Sequence: 2",Low,0.237,
6,Find the distance between two points on the coordinate plane.,CCSS.MATH.CONTENT.6.NS.C.8+1,"Skill: Pre-Algebra | Problem Type: Given a line on the coordinate system, find the points, complete a function table, and find the function | Sequence: 2",Very Low,0.050,"The direct instruction format focuses on identifying points, creating function tables, and determining the equation of a line, which are concepts related to linear functions and their representations. The curriculum standard, ""Find the distance between two points on the coordinate plane,"" requires the application of the distance formula or Pythagorean theorem, a distinct geometric measurement skill. While both utilize the coordinate plane and points, the specific mathematical task and learning objective are fundamentally different."
6,Draw polygons on the coordinate plane.,CCSS.MATH.CONTENT.6.G.A.3+1,"Skill: Pre-Algebra | Problem Type: Given a line on the coordinate system, find the points, complete a function table, and find the function | Sequence: 2",Low,0.342,
6,Solve area and perimeter problems on the coordinate plane.,CCSS.MATH.CONTENT.6.G.A.3+2,"Skill: Pre-Algebra | Problem Type: Given a line on the coordinate system, find the points, complete a function table, and find the function | Sequence: 2",Low,0.321,
6,Identify independent and dependent variables in situations.,CCSS.MATH.CONTENT.6.EE.C.9+1,"Skill: Data Analysis | Problem Type: Display data in dot plots, histograms, and box plots | Sequence: 1",Very Low,0.121,
6,Write an equation from a table.,CCSS.MATH.CONTENT.6.EE.C.9+2,Skill: Pre-Algebra | Problem Type: Absolute value | Sequence: 3,Low,0.237,
6,Verify whether a given value is a solution to a one-step inequality through substitution and evaluation.,CCSS.MATH.CONTENT.6.EE.B.5+2,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in one-step problems | Sequence: 4,Low,0.214,
6,Find a value using given two-variable mathematical equations.,CCSS.MATH.CONTENT.6.EE.C.9+3,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in two-step problems | Sequence: 5,Low,0.273,
6,Find a value using given two-variable real-world equations.,CCSS.MATH.CONTENT.6.EE.C.9+4,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in two-step problems | Sequence: 5,Low,0.258,
6,Graph a two-variable equation.,CCSS.MATH.CONTENT.6.EE.C.9+5,"Skill: Pre-Algebra | Problem Type: Given two pairs of x and y values, students determine the function, complete the function table, and graph the points | Sequence: 1",Low,0.246,
6,Write a two-variable equation from a real-world problem.,CCSS.MATH.CONTENT.6.EE.C.9+6,Skill: Pre-Algebra | Problem Type: Absolute value | Sequence: 3,Very Low,0.200,
6,"Interpret graphs presented in word problems, extracting and analyzing quantitative information to explain the relationships shown.",CCSS.MATH.CONTENT.6.EE.C.9+7,"Skill: Pre-Algebra | Problem Type: Given two pairs of x and y values, students determine the function, complete the function table, and graph the points | Sequence: 1",Very Low,0.138,
6,Graph inequalities.,CCSS.MATH.CONTENT.6.EE.B.8+1,"Skill: Pre-Algebra | Problem Type: Given two pairs of x and y values, students determine the function, complete the function table, and graph the points | Sequence: 1",Very Low,0.200,
6,Write an inequality of the form x > c or x < c to represent a constraint or condition from a number line.,CCSS.MATH.CONTENT.6.EE.B.8+3,Skill: Pre-Algebra | Problem Type: Absolute value | Sequence: 3,Very Low,0.189,
6,Write an inequality of the form x > c or x < c to represent a constraint or condition in a real-world problem. ,CCSS.MATH.CONTENT.6.EE.B.8+4,Skill: Pre-Algebra | Problem Type: Absolute value | Sequence: 3,Very Low,0.169,
6,Find the area of parallelograms.,CCSS.MATH.CONTENT.6.G.A.1+1,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Low,0.200,"The instruction focuses on finding the area of triangles, while the curriculum standard specifically requires finding the area of parallelograms. Although both involve finding an area of a polygon using an equation, the specific geometric shapes and their respective formulas are different, leading to a low direct alignment."
6,Find the area of triangles.,CCSS.MATH.CONTENT.6.G.A.1+2,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Very High,1.000,"The direct instruction format perfectly matches the curriculum standard, as both components explicitly focus on the core task of finding the area of a triangle. The ""using the equation"" in the problem type specifies the method, which is inherent to achieving the standard for this topic."
6,Find the area of rhombuses.,CCSS.MATH.CONTENT.6.G.A.1+3,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Low,0.200,"Both components address the general concept of ""finding area."" However, the specific geometric shapes targeted are entirely different (rhombuses vs. triangles), requiring distinct formulas and properties. The direct instruction would not directly prepare a student to meet this specific standard."
6,Find the area of a trapezoid.,CCSS.MATH.CONTENT.6.G.A.1+4,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Low,0.350,"The instruction teaches finding the area of a triangle, which is a related geometric concept and a foundational skill for area calculations. However, the curriculum standard specifically requires finding the area of a trapezoid, a different polygon that typically involves a distinct formula or decomposition strategy. The instruction does not directly address the target shape or skill of the standard."
6,Solve real world problems involving the area of quadrilaterals and triangles.,CCSS.MATH.CONTENT.6.G.A.1+5,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Low,0.301,
6,"Find the area of compound figures involving triangles, squares, and rectangles.",CCSS.MATH.CONTENT.6.G.A.1+6,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Low,0.200,"The instruction only covers finding the area of a single triangle, which is a prerequisite skill for the standard. It completely misses the core focus of the standard, which is finding the area of *compound figures* involving multiple shapes and the process of decomposition and summation."
6,Apply the volume formulas V = l w h and V = B h to find volumes of right rectangular prisms,CCSS.MATH.CONTENT.6.G.A.2+1,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Low,0.249,
6,Solve real world problems involving the volume of right rectangular prisms.,CCSS.MATH.CONTENT.6.G.A.2+2,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Very Low,0.157,
6,Identify the nets of pyramids and prisms.,CCSS.MATH.CONTENT.6.G.A.4+1,"Skill: Pre-Algebra | Problem Type: Given two pairs of x and y values, students determine the function, complete the function table, and graph the points | Sequence: 1",Low,0.250,
6,Calculate the surface area of cubes and rectangular prisms.,CCSS.MATH.CONTENT.6.G.A.4+2,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Low,0.333,
6,Calculate the surface area of triangular prisms.,CCSS.MATH.CONTENT.6.G.A.4+3,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Low,0.377,
6,"Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. Questions regarding an individual known data point would not be considered a statistical question. However, questions regarding data points about a population would be statistical in nature.",CCSS.MATH.CONTENT.6.SP.A.1+1,"Skill: Data Analysis | Problem Type: Display data in dot plots, histograms, and box plots | Sequence: 1",Very Low,0.178,
6,Compare data displays.,CCSS.MATH.CONTENT.6.SP.B.5.B+1,"Skill: Data Analysis | Problem Type: Display data in dot plots, histograms, and box plots | Sequence: 1",Very Low,0.185,
6,"Give quantitative measures of mean, median, mode and range for a data set.",CCSS.MATH.CONTENT.6.SP.B.5.C+1,Skill: Data Analysis | Problem Type: Measures of center and variability | Sequence: 2,Low,0.358,
6,Identify an outlier and describe the effect of removing it.,CCSS.MATH.CONTENT.6.SP.B.5.C+5,"Skill: Pre-Algebra | Problem Type: Given two pairs of x and y values, students determine the function, complete the function table, and graph the points | Sequence: 1",Low,0.209,
6,Calculate quartiles and interquartile range.,CCSS.MATH.CONTENT.6.SP.B.5.C+4,Skill: Data Analysis | Problem Type: Measures of center and variability | Sequence: 2,Very Low,0.166,
6,Calculate mean absolute deviation.,CCSS.MATH.CONTENT.6.SP.B.5.C+3,Skill: Pre-Algebra | Problem Type: Absolute value | Sequence: 3,Very Low,0.056,
6,Display numerical data on dot plots.,CCSS.MATH.CONTENT.6.SP.B.4+1,"Skill: Data Analysis | Problem Type: Display data in dot plots, histograms, and box plots | Sequence: 1",High,0.655,
6,Report the number of observations of data from a math problem.,CCSS.MATH.CONTENT.6.SP.B.5.A+1,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Low,0.238,
6,Display numerical data on histograms.,CCSS.MATH.CONTENT.6.SP.B.4+2,"Skill: Data Analysis | Problem Type: Display data in dot plots, histograms, and box plots | Sequence: 1",Very High,1.000,"The direct instruction format explicitly includes ""histograms"" as a problem type, directly matching the curriculum standard. The inclusion of dot plots and box plots expands the scope but does not diminish the perfect alignment with the specified standard."
6,Interpret numerical data on histograms.,CCSS.MATH.CONTENT.6.SP.B.4+4,"Skill: Data Analysis | Problem Type: Display data in dot plots, histograms, and box plots | Sequence: 1",Low,0.287,
6,Display numerical data on box plots.,CCSS.MATH.CONTENT.6.SP.B.4+3,"Skill: Data Analysis | Problem Type: Display data in dot plots, histograms, and box plots | Sequence: 1",High,0.655,
6,Interpret median and interquartile range,CCSS.MATH.CONTENT.6.SP.B.4+5,Skill: Data Analysis | Problem Type: Measures of center and variability | Sequence: 2,Low,0.281,
6,"Interpret and analyze data presented in tables, charts, and graphs to solve problems involving measures of center, frequency, and percentages.",CCSS.MATH.CONTENT.6.SP.A.3+3,Skill: Data Analysis | Problem Type: Measures of center and variability | Sequence: 2,Very Low,0.187,
6,"Interpret charts and graphs to find mean, median, mode, and range.",CCSS.MATH.CONTENT.6.SP.B.5.C+2,Skill: Data Analysis | Problem Type: Measures of center and variability | Sequence: 2,Low,0.277,
6,"Identify samples that are representative, random or biased.",CCSS.MATH.CONTENT.6.SP.A.2+1,Skill: Pre-Algebra | Problem Type: Absolute value | Sequence: 3,Very Low,0.118,
6,Recognize that a measure of center for a numerical data set summarizes all of its values with a single number.,CCSS.MATH.CONTENT.6.SP.A.3+1,Skill: Pre-Algebra | Problem Type: Write and evaluate expressions with letters for numbers in one-step problems | Sequence: 4,Very Low,0.164,
6,Recognize that a measure of variation describes how its values vary with a single number.,CCSS.MATH.CONTENT.6.SP.A.3+2,Skill: Pre-Algebra | Problem Type: Absolute value | Sequence: 3,Very Low,0.128,
6,Calculate the surface area of pyramids.,CCSS.MATH.CONTENT.6.G.A.4+4,Skill: Geometry | Problem Type: Find the area of a triangle using the equation | Sequence: 1,Medium,0.400,"The direct instruction covers a fundamental prerequisite skill (calculating the area of a triangle) that is essential for finding the surface area of a pyramid's lateral faces, but it omits the calculation of the base area, summing multiple areas, and the overall concept of surface area for the complete figure."
