grade,substandard_description,substandard_id,direct_instructions,match_confidence,similarity_score,llm_explanation
3,Relate multiplication and division facts.,CCSS.MATH.CONTENT.3.OA.B.6+4,Skill: Division | Problem Type: Division equation with ÷ sign; no remainder; single-digit divisor and quotient. | Sequence: 3,Very Low,0.192,
3,Solve division facts.,CCSS.MATH.CONTENT.3.OA.B.6+3,Skill: Division | Problem Type: Division equation with ÷ sign; no remainder; single-digit divisor and quotient. | Sequence: 3,Very Low,0.170,
3,Solve real-world division problems.,CCSS.MATH.CONTENT.3.OA.A.2+5,Skill: Division | Problem Type: Division equation with ÷ sign; no remainder; single-digit divisor and quotient. | Sequence: 3,Very Low,0.132,
3,Identify the properties of multiplication.,CCSS.MATH.CONTENT.3.OA.B.5+4,Skill: Geometry | Problem Type: Find the area of rectangle or square | Sequence: 2,Low,0.210,
3,Solve word problems involving two step multiplication.,CCSS.MATH.CONTENT.3.OA.A.3+2,"Skill: Problem Solving | Problem Type: Multiplication/division problems with the word ""per"" or a phrase using ""a"" | Sequence: 2",Very Low,0.132,
3,Apply the commutative property of multiplication as a strategy to multiply whole numbers.,CCSS.MATH.CONTENT.3.OA.B.5+1,Skill: Fractions | Problem Type: Writing a fraction as an equivalent to one whole group | Sequence: 2,Low,0.206,
3,Apply the associative property of multiplication as a strategy to multiply whole numbers.,CCSS.MATH.CONTENT.3.OA.B.5+2,Skill: Fractions | Problem Type: Writing a fraction as an equivalent to one whole group | Sequence: 2,Low,0.206,
3,Apply the distributive property as a strategy to multiply and divide whole numbers.,CCSS.MATH.CONTENT.3.OA.B.5+3,Skill: Fractions | Problem Type: Writing a fraction as an equivalent to one whole group | Sequence: 2,Low,0.206,
3,Use place value understanding and operation properties to multiply single-digit numbers by 10 through 90 in multiples of 10.,CCSS.MATH.CONTENT.3.NBT.A.3+1,Skill: Multiplication | Problem Type: Missing factor multiplication; both factors are one-digit numbers | Sequence: 2,Very Low,0.179,
3,Solve word problems involving two step division.,CCSS.MATH.CONTENT.3.OA.A.3+3,"Skill: Problem Solving | Problem Type: Multiplication/division problems with the word ""per"" or a phrase using ""a"" | Sequence: 2",Very Low,0.132,
3,Use multiplication and division within 100 to solve word problems.,CCSS.MATH.CONTENT.3.OA.A.3+1,"Skill: Problem Solving | Problem Type: Multiplication/division problems with the word ""per"" or a phrase using ""a"" | Sequence: 2",Very Low,0.175,
3,Solve two-step word problems involving multiplication and division.,CCSS.MATH.CONTENT.3.OA.D.8+5,Skill: Fractions | Problem Type: Reading and writing mixed numerals | Sequence: 1,Low,0.228,
3,Represent one-step word problems using equations with a letter standing for the unknown number. ,CCSS.MATH.CONTENT.3.OA.D.8+7,Skill: Data Analysis | Problem Type: Represent a data set with several categories using scaled picture and bar graphs | Sequence: 1,Very Low,0.182,
3,Represent two-step word problems using equations with a letter standing for the unknown number. ,CCSS.MATH.CONTENT.3.OA.D.8+1,Skill: Data Analysis | Problem Type: Represent a data set with several categories using scaled picture and bar graphs | Sequence: 1,Very Low,0.182,
3,Solve two-step word problems involving any combination of the four operations.,CCSS.MATH.CONTENT.3.OA.D.8+2,"Skill: Subtraction | Problem Type: Subtracting a one-, two-, three-, or four-digit number from a four-digit number; a zero in the tens and hundreds column | Sequence: 5",Very Low,0.160,
3,"Judge whether a given estimate in a two-step word problem (addition, subtraction, multiplication, or division) is reasonable, too high, or too low with reasoning.",CCSS.MATH.CONTENT.3.OA.D.8+6,"Skill: Problem Solving | Problem Type: Multiplication/division problems with the word ""per"" or a phrase using ""a"" | Sequence: 2",Very Low,0.156,
3,"Given a rule, create numbers in a multiplication pattern.",CCSS.MATH.CONTENT.3.OA.D.9+1,Skill: Multiplication | Problem Type: Missing factor multiplication; both factors are one-digit numbers | Sequence: 2,Low,0.206,
3,"Given a rule, create numbers in a division pattern.",CCSS.MATH.CONTENT.3.OA.D.9+6,Skill: Measurement | Problem Type: Customary units: liquid capacity | Sequence: 1,Very Low,0.144,
3,Identify the rule for an addition or subtraction pattern.,CCSS.MATH.CONTENT.3.OA.D.9+3,Skill: Geometry | Problem Type: Find the area of rectangle or square | Sequence: 2,Very Low,0.118,
3,Identify the rule for a multiplication pattern.,CCSS.MATH.CONTENT.3.OA.D.9+7,Skill: Multiplication | Problem Type: Missing factor multiplication; both factors are one-digit numbers | Sequence: 2,Very Low,0.130,
3,Identify the rule for a division pattern.,CCSS.MATH.CONTENT.3.OA.D.9+8,Skill: Division | Problem Type: Division equation with ÷ sign; no remainder; single-digit divisor and quotient. | Sequence: 3,Very Low,0.120,
3,Find missing terms in a pattern.,CCSS.MATH.CONTENT.3.OA.D.9+4,Skill: Geometry | Problem Type: Find the perimeter | Sequence: 1,Low,0.208,
3,Identify whether a number(s) is/are even or odd.,CCSS.MATH.CONTENT.3.OA.D.9+5,Skill: Data Analysis | Problem Type: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Sequence: 2,Very Low,0.179,
3,Explain patterns in an arithmetic pattern.,CCSS.MATH.CONTENT.3.OA.D.9+9,Skill: Measurement | Problem Type: Customary units: liquid capacity | Sequence: 1,Very Low,0.156,
3,Round to the nearest 10 or 100 using the number line.,CCSS.MATH.CONTENT.3.NBT.A.1+1,Skill: Data Analysis | Problem Type: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Sequence: 2,Very Low,0.189,
3,Round to the nearest 10 or 100.,CCSS.MATH.CONTENT.3.NBT.A.1+2,Skill: Geometry | Problem Type: Find the area of rectangle or square | Sequence: 2,Very Low,0.134,
3,Select fractions equivalent to whole numbers,CCSS.MATH.CONTENT.3.NF.A.3.C+3,Skill: Fractions | Problem Type: Writing a fraction as an equivalent to one whole group | Sequence: 2,Low,0.346,
3,"Estimate sums and differences of whole numbers (≤ 1,000) by rounding each addend or subtrahend to the nearest ten or hundred.",CCSS.MATH.CONTENT.3.NBT.A.1+3,"Skill: Symbol Identification and Place Value | Problem Type: Reading and writing thousands numerals between 1,000 and 9,999 with zeros in the hundreds and/or tens columns | Sequence: 3",Low,0.205,
3,Add within 1000 using models.,CCSS.MATH.CONTENT.3.NBT.A.2+4,"Skill: Subtraction | Problem Type: Subtracting a one-, two-, three-, or four-digit number from a four-digit number with zeros in the hundreds, tens, and ones columns | Sequence: 6",Low,0.284,
3,Fluently add within 1000 using strategies and algorithms based on place value and properties of operations.,CCSS.MATH.CONTENT.3.NBT.A.2+1,Skill: Fractions | Problem Type: Reading and writing mixed numerals | Sequence: 1,Very Low,0.198,
3,Fluently subtract within 1000 using strategies and algorithms based on place value and properties of operations.,CCSS.MATH.CONTENT.3.NBT.A.2+2,Skill: Fractions | Problem Type: Reading and writing mixed numerals | Sequence: 1,Very Low,0.198,
3,Solve word problems with addition and subtraction,CCSS.MATH.CONTENT.3.NBT.A.2+3,Skill: Problem Solving | Problem Type: Addition/subtraction problems with larger numerals | Sequence: 3,Very Low,0.164,
3,Fluently multiply within 100.,CCSS.MATH.CONTENT.3.OA.C.7+1,"Skill: Symbol Identification and Place Value | Problem Type: Reading and writing thousands numerals between 1,000 and 9,999 with no zeros in hundreds or tens column | Sequence: 1",Very Low,0.000,
3,Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts.,CCSS.MATH.CONTENT.3.NF.A.1+1,Skill: Subtraction | Problem Type: Hundreds minus 1 facts | Sequence: 4,Low,0.300,
3,Identify visual models that represent unit fractions (1/n).,CCSS.MATH.CONTENT.3.NF.A.1+2,Skill: Subtraction | Problem Type: Hundreds minus 1 facts | Sequence: 4,Low,0.231,
3,Plot given unit fractions (1/n) on a number line that is partitioned into n equal intervals.,CCSS.MATH.CONTENT.3.NF.A.2.A+1,Skill: Data Analysis | Problem Type: Represent data on a line plot using a scale of less than 1 | Sequence: 3,Low,0.304,
3,Identify unit fractions on number lines.,CCSS.MATH.CONTENT.3.NF.A.2.A+2,Skill: Geometry | Problem Type: Identify parallel lines | Sequence: 3,Low,0.306,
3,Graph unit fractions on number lines.,CCSS.MATH.CONTENT.3.NF.A.2.A+3,Skill: Geometry | Problem Type: Identify parallel lines | Sequence: 3,Low,0.227,
3,Represent a fraction a/b with a fraction model.,CCSS.MATH.CONTENT.3.NF.A.2.B+1,Skill: Fractions | Problem Type: Writing a fraction as an equivalent to one whole group | Sequence: 2,Low,0.226,
3,"Determine the fraction of a whole described in a word problem and select the visual model that correctly represents that fraction (denominators ≤ 12).
",CCSS.MATH.CONTENT.3.NF.A.2.B+3,Skill: Fractions | Problem Type: Writing a fraction as an equivalent to one whole group | Sequence: 2,Very Low,0.181,
3,Identify the fraction that represents the length of a highlighted segment on a number line partitioned into equal intervals (denominators ≤ 12).,CCSS.MATH.CONTENT.3.NF.A.2.B+4,Skill: Geometry | Problem Type: Draw a line segment | Sequence: 6,Low,0.274,
3,"Represent a fraction a/b on a number line diagram by marking off a lengths 1/b from 0, recognizinng that the resulting interval has size a/b and that its endpoint locates the number a/b on the number line.",CCSS.MATH.CONTENT.3.NF.A.2.B+2,Skill: Data Analysis | Problem Type: Represent data on a line plot using a scale of less than 1 | Sequence: 3,Low,0.241,
3,Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch.,CCSS.MATH.CONTENT.3.MD.B.4+1,Skill: Data Analysis | Problem Type: Represent a data set with several categories using scaled picture and bar graphs | Sequence: 1,Low,0.202,
3,Find fractions equivalent to whole numbers.,CCSS.MATH.CONTENT.3.NF.A.3.C+4,Skill: Fractions | Problem Type: Writing a fraction as an equivalent to one whole group | Sequence: 2,Low,0.346,
3,"Understand two fractions as equivalent (equal) if they are the same size, or the same point on a number line.",CCSS.MATH.CONTENT.3.NF.A.3.A+1,Skill: Data Analysis | Problem Type: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Sequence: 2,Very Low,0.182,
3,"Given multiple number lines with different fractions, identify two equivalent fractions.",CCSS.MATH.CONTENT.3.NF.A.3.A+2,Skill: Geometry | Problem Type: Identify parallel lines | Sequence: 3,Low,0.208,
3,"Given a fraction, graph and equivalent fraction on a number line.",CCSS.MATH.CONTENT.3.NF.A.3.A+3,Skill: Fractions | Problem Type: Writing a fraction as an equivalent to one whole group | Sequence: 2,Low,0.303,
3,"Recognize and generate simple equivalent fractions, explaining why the fractions are equivalent.",CCSS.MATH.CONTENT.3.NF.A.3.B+1,Skill: Fractions | Problem Type: Writing a fraction as an equivalent to one whole group | Sequence: 2,Low,0.204,
3,Select fractions equivalent to whole numbers using models,CCSS.MATH.CONTENT.3.NF.A.3.C+2,Skill: Fractions | Problem Type: Writing a fraction as an equivalent to one whole group | Sequence: 2,Low,0.299,
3,"Express whole numbers as fractions, and recognize fractions that are equivalent to whole numbers. ",CCSS.MATH.CONTENT.3.NF.A.3.C+1,Skill: Fractions | Problem Type: Writing a fraction as an equivalent to one whole group | Sequence: 2,Low,0.311,
3,Compare two unit fractions.,CCSS.MATH.CONTENT.3.NF.A.3.D+1,Skill: Fractions | Problem Type: Reading and writing mixed numerals | Sequence: 1,Very Low,0.132,
3,Compare two fractions that have the same numerator.,CCSS.MATH.CONTENT.3.NF.A.3.D+2,Skill: Fractions | Problem Type: Reading and writing mixed numerals | Sequence: 1,Very Low,0.093,
3,Compare two fractions that have the same denominator.,CCSS.MATH.CONTENT.3.NF.A.3.D+3,Skill: Fractions | Problem Type: Reading and writing mixed numerals | Sequence: 1,Very Low,0.093,
3,Compare two fractions that have the same numerator or denominator.,CCSS.MATH.CONTENT.3.NF.A.3.D+4,"Skill: Subtraction | Problem Type: Subtracting a two-, three-, or four-digit number from a four-digit number; a zero in either the tens or hundreds column | Sequence: 3",Very Low,0.131,
3,"Distinguish between hour and minute hands on analog clocks, demonstrate accurate minute reading using multiplication by fives and individual tick mark counting, and analyze hour hand positioning relative to elapsed time within each hour.",CCSS.MATH.CONTENT.3.MD.A.1+1,Skill: Fractions | Problem Type: Reading and writing mixed numerals | Sequence: 1,Low,0.208,
3,Find the elapsed time in mathematical problems.,CCSS.MATH.CONTENT.3.MD.A.1+2,Skill: Geometry | Problem Type: Find the perimeter | Sequence: 1,Low,0.271,
3,Find the elapsed time: word problems.,CCSS.MATH.CONTENT.3.MD.A.1+4,Skill: Geometry | Problem Type: Find the perimeter | Sequence: 1,Low,0.293,
3,Solve word problems to find the end time.,CCSS.MATH.CONTENT.3.MD.A.1+5,Skill: Geometry | Problem Type: Find the perimeter | Sequence: 1,Low,0.254,
3,"Solve word problems to find the start, end, or elapsed time.",CCSS.MATH.CONTENT.3.MD.A.1+6,Skill: Geometry | Problem Type: Find the area of rectangle or square | Sequence: 2,Low,0.226,
3,Solve two step start and end time word problems.,CCSS.MATH.CONTENT.3.MD.A.1+7,Skill: Fractions | Problem Type: Reading and writing mixed numerals | Sequence: 1,Low,0.228,
3,Measure and estimate liquid volumes using liters (l).,CCSS.MATH.CONTENT.3.MD.A.2+1,Skill: Fractions | Problem Type: Reading and writing mixed numerals | Sequence: 1,Very Low,0.159,
3,Measure and estimate the masses of objects using standard units of grams (g) and kilograms (kg).,CCSS.MATH.CONTENT.3.MD.A.2+2,Skill: Measurement | Problem Type: Customary units: area and volume | Sequence: 4,Low,0.228,
3,Identify parallelograms.,CCSS.MATH.CONTENT.3.G.A.1+5,Skill: Geometry | Problem Type: Identify a parallelogram | Sequence: 5,Very Low,0.188,
3,Fluently divide within 100.,CCSS.MATH.CONTENT.3.OA.C.7+2,"Skill: Problem Solving | Problem Type: Multiplication/division problems with the word ""each"" or ""every"" | Sequence: 1",Very Low,0.065,
3,"Solve word problems involving the addition, subtraction, multiplication, or division of masses or volumes, with all measurements provided in the same unit",CCSS.MATH.CONTENT.3.MD.A.2+3,"Skill: Problem Solving | Problem Type: Multiplication/division problems with the word ""per"" or a phrase using ""a"" | Sequence: 2",Low,0.215,
3,Draw a scaled picture graph to represent a data set with several categories.,CCSS.MATH.CONTENT.3.MD.B.3+1,Skill: Data Analysis | Problem Type: Represent a data set with several categories using scaled picture and bar graphs | Sequence: 1,High,0.718,
3,Interpret a picture graph.,CCSS.MATH.CONTENT.3.MD.B.3+5,Skill: Data Analysis | Problem Type: Represent a data set with several categories using scaled picture and bar graphs | Sequence: 1,Very Low,0.182,
3,Draw a scaled bar graph to represent a data set with several categories,CCSS.MATH.CONTENT.3.MD.B.3+2,Skill: Data Analysis | Problem Type: Represent a data set with several categories using scaled picture and bar graphs | Sequence: 1,High,0.712,
8,Evaluate values for variables for a given function.,CCSS.MATH.CONTENT.8.F.A.1+2,Skill: Pre-Algebra | Problem Type: Name the base and the exponent from expanded notation examples and the reverse | Sequence: 1,Very Low,0.168,
3,Interpret a scaled bar graph.,CCSS.MATH.CONTENT.3.MD.B.3+6,Skill: Data Analysis | Problem Type: Represent a data set with several categories using scaled picture and bar graphs | Sequence: 1,Low,0.323,
3,Solve problems on scaled bar graphs.,CCSS.MATH.CONTENT.3.MD.B.3+3,Skill: Data Analysis | Problem Type: Represent a data set with several categories using scaled picture and bar graphs | Sequence: 1,Low,0.399,
3,"Create line plots to display measurement data with a horizontal scale marked off in whole numbers, halves, or quarters.",CCSS.MATH.CONTENT.3.MD.B.4+2,Skill: Data Analysis | Problem Type: Represent data on a line plot using a scale of less than 1 | Sequence: 3,Low,0.232,
3,Interpret a line plot.,CCSS.MATH.CONTENT.3.MD.B.4+3,Skill: Data Analysis | Problem Type: Represent data on a line plot using a scale of less than 1 | Sequence: 3,Low,0.372,
3,Identify rhombuses.,CCSS.MATH.CONTENT.3.G.A.1+6,Skill: Geometry | Problem Type: Identify a parallelogram | Sequence: 5,Very Low,0.188,
3,"Solve two-step additive-comparison problems that require combining or comparing results from categorical data represented in a pictograph, or bar graph with scaled intervals.",CCSS.MATH.CONTENT.3.MD.B.3+4,Skill: Data Analysis | Problem Type: Represent a data set with several categories using scaled picture and bar graphs | Sequence: 1,Low,0.216,
3,Measure areas by counting unit squares.,CCSS.MATH.CONTENT.3.MD.C.6+1,"Skill: Symbol Identification and Place Value | Problem Type: Reading and writing thousands numerals between 1,000 and 9,999 with no zeros in hundreds or tens column | Sequence: 1",Very Low,0.000,
3,Multiply side lengths to find areas of rectangles with whole-number side lengths for solving mathematical problems.,CCSS.MATH.CONTENT.3.MD.C.7.B+1,Skill: Geometry | Problem Type: Find the area of rectangle or square | Sequence: 2,Very Low,0.142,
3,"Given the area and a side, find the missing side length.",CCSS.MATH.CONTENT.3.MD.C.7.B+3,Skill: Geometry | Problem Type: Find the area of rectangle or square | Sequence: 2,Low,0.343,
3,"Identify quadrilaterals —including rhombuses, rectangles, squares, and parallelograms—by analyzing visible attributes such as number of sides, right angles, and equal-length sides.",CCSS.MATH.CONTENT.3.G.A.1+1,Skill: Fractions | Problem Type: Reading and writing mixed numerals | Sequence: 1,Very Low,0.161,
3,Solve real-world word problems involving areas of rectangles with whole-number side lengths,CCSS.MATH.CONTENT.3.MD.C.7.B+2,Skill: Data Analysis | Problem Type: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Sequence: 2,Very Low,0.117,
3,Use tiling to demonstrate that the area of a rectangle with whole-number side lengths a and b + c equals the sum of the areas a × b and a × c.,CCSS.MATH.CONTENT.3.MD.C.7.C+1,Skill: Geometry | Problem Type: Find the area of rectangle or square | Sequence: 2,Low,0.393,
3,Recognize area as an additive property.,CCSS.MATH.CONTENT.3.MD.C.7.D+1,Skill: Fractions | Problem Type: Writing a fraction as an equivalent to one whole group | Sequence: 2,Low,0.234,
3,Solve problems involving the area of composite figures.,CCSS.MATH.CONTENT.3.MD.C.7.D+2,Skill: Geometry | Problem Type: Find the area of rectangle or square | Sequence: 2,Low,0.330,
3,Solve mathematical problems involving perimeters of polygons.,CCSS.MATH.CONTENT.3.MD.D.8+1,Skill: Data Analysis | Problem Type: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Sequence: 2,Very Low,0.100,
3,"Solve perimeter problems for squares and rectangles where students must infer equal opposite sides: only one side is given for a square, and only the length and width are given for a rectangle.",CCSS.MATH.CONTENT.3.MD.D.8+6,Skill: Fractions | Problem Type: Reading and writing mixed numerals | Sequence: 1,Low,0.224,
3,Solve perimeter problems in which the perimeter is given but a side length is missing.,CCSS.MATH.CONTENT.3.MD.D.8+3,Skill: Geometry | Problem Type: Find the perimeter | Sequence: 1,Low,0.397,
3,Solve word problems involving perimeters of polygons.,CCSS.MATH.CONTENT.3.MD.D.8+2,Skill: Data Analysis | Problem Type: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Sequence: 2,Very Low,0.100,
3,"Compare quadrilaterals to determine how shared attributes group them into larger or overlapping categories (e.g., explaining why every square is both a rectangle and a rhombus).",CCSS.MATH.CONTENT.3.G.A.1+2,Skill: Geometry | Problem Type: Find the area of rectangle or square | Sequence: 2,Low,0.215,
3,"Solve word problems involving area, perimeter, and side length.",CCSS.MATH.CONTENT.3.MD.D.8+4,Skill: Geometry | Problem Type: Find the perimeter | Sequence: 1,Low,0.239,
3,"Given multiple shapes, determine which shapes have the same area.",CCSS.MATH.CONTENT.3.MD.D.8+7,Skill: Geometry | Problem Type: Find the area of rectangle or square | Sequence: 2,Very Low,0.195,
3,Solve problems with rectangles with the same perimeter and different areas or with the same area and different perimeters.,CCSS.MATH.CONTENT.3.MD.D.8+5,Skill: Geometry | Problem Type: Find the perimeter | Sequence: 1,Low,0.212,
3,"Recognize and describe basic geometric features: edges, vertices, parallel sides, and right angles.",CCSS.MATH.CONTENT.3.G.A.1+3,Skill: Fractions | Problem Type: Reading and writing mixed numerals | Sequence: 1,Low,0.217,
3,"Determine if an angle is greater than, equal to, or less than a right angle.",CCSS.MATH.CONTENT.3.G.A.1+4,Skill: Data Analysis | Problem Type: Represent data on a line plot using a scale of less than 1 | Sequence: 3,Low,0.218,
3,Write the time shown on the clock.,CCSS.MATH.CONTENT.3.MD.A.1+3,Skill: Geometry | Problem Type: Find the perimeter | Sequence: 1,Very Low,0.168,
3,Explain patterns in an arithmetic pattern.,CCSS.MATH.CONTENT.3.OA.D.9+2,Skill: Measurement | Problem Type: Customary units: liquid capacity | Sequence: 1,Very Low,0.156,
3,"Partition shapes into parts with equal areas. Express the area of each part as a unit fraction of the whole. For example, partition a shape into 4 parts with equal area, and describe the area of each part as 1/4 of the area of the shape",CCSS.MATH.CONTENT.3.G.A.2+1,Skill: Geometry | Problem Type: Find the area of rectangle or square | Sequence: 2,Low,0.389,
3,"Understand that a square with side length 1 unit (""unit square"") has an area of one square unit and can be used to measure area.",CCSS.MATH.CONTENT.3.MD.C.5.A+1,Skill: Geometry | Problem Type: Find the area of rectangle or square | Sequence: 2,Low,0.331,
3,Understand that the area of a plane figure is the number of unit squares needed to cover it without gaps or overlaps.,CCSS.MATH.CONTENT.3.MD.C.5.B+1,Skill: Geometry | Problem Type: Find the area of rectangle or square | Sequence: 2,Low,0.309,
3,"Find the area of a rectangle with whole-number side lengths by tiling it, and show that the area is the same as would be found by multiplying the side lengths",CCSS.MATH.CONTENT.3.MD.C.7.A+1,Skill: Geometry | Problem Type: Find the area of rectangle or square | Sequence: 2,High,0.600,"The direct instruction format addresses the ultimate goal of the standard – finding the area of a rectangle. However, it omits the crucial conceptual components explicitly required by the standard: ""by tiling it"" and ""show that the area is the same as would be found by multiplying the side lengths."" The standard emphasizes building a conceptual understanding of area through hands-on tiling and then connecting it to the multiplication formula. The direct instruction, as described, primarily targets the procedural application of the area formula, without explicitly detailing the foundational tiling process or the derivation of the formula. There is a high degree of overlap in the end skill, but a significant difference in the instructional approach and the depth of conceptual understanding mandated by the standard."
3,Determine the unknown whole number in a multiplication or division equation relating three whole numbers.,CCSS.MATH.CONTENT.3.OA.A.4+1,"Skill: Subtraction | Problem Type: Subtracting a two-, three-, or four-digit number from a four-digit number; a zero in either the tens or hundreds column | Sequence: 3",Very Low,0.196,
4,Generate a shape pattern that follows a given rule.,CCSS.MATH.CONTENT.4.OA.C.5+1,"Skill: Geometry | Problem Type: Using a compass, construct a circle when given a radius | Sequence: 2",Very Low,0.134,
4,Generate a number pattern that follows a given rule.,CCSS.MATH.CONTENT.4.OA.C.5+2,"Skill: Geometry | Problem Type: Using a compass, construct a circle when given a radius | Sequence: 2",Very Low,0.134,
4,Identify patterns in a given sequence from a given sequence.,CCSS.MATH.CONTENT.4.OA.C.5+3,"Skill: Geometry | Problem Type: State the degrees in an angle, given examples of a right angle, a straight angle, or a full circle | Sequence: 14",Very Low,0.116,
4,Identify patterns in a given pattern given by a rule.,CCSS.MATH.CONTENT.4.OA.C.5+4,"Skill: Geometry | Problem Type: State the degrees in an angle, given examples of a right angle, a straight angle, or a full circle | Sequence: 14",Very Low,0.127,
4,"Given a digit of a number, find the value of that digit.",CCSS.MATH.CONTENT.4.NBT.A.2+4,Skill: Geometry | Problem Type: Find the perimeter of various polygons | Sequence: 13,Low,0.305,
4,Read and write multi-digit whole numbers in standard and word forms,CCSS.MATH.CONTENT.4.NBT.A.2+1,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.317,
4,Express multi-digit whole numbers in expanded form (addition-based and multiplication-based),CCSS.MATH.CONTENT.4.NBT.A.2+3,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; express remainder as fraction. | Sequence: 4,Very Low,0.187,
4,"Identify that shifting a digit one place to the left in a whole number increases its value by a factor of ten (e.g., 700 is ten times 70).",CCSS.MATH.CONTENT.4.NBT.A.1+1,Skill: Multiplication | Problem Type: One-digit factor times three-digit factor; zero in tens column | Sequence: 3,Low,0.259,
4,Convert between place values.,CCSS.MATH.CONTENT.4.NBT.A.1+3,"Skill: Symbol Identification and Place Value | Problem Type: Reading and writing all thousands numerals between 10,000 and 999,999 | Sequence: 1",Very Low,0.090,
4,Compare numerical values by evaluating the size and positional value of digits in numbers with thousands.,CCSS.MATH.CONTENT.4.NBT.A.2+2,Skill: Problem Solving | Problem Type: Multi-step problems: three numerals; the sum of two numerals is subtracted from the third numeral | Sequence: 2,Very Low,0.163,
4,Apply place value and regrouping strategies to accurately add multi-digit numbers.,CCSS.MATH.CONTENT.4.NBT.B.4+1,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; remainder. | Sequence: 2,Very Low,0.130,
4,Apply place value and regrouping strategies to accurately subtract multi-digit numbers.,CCSS.MATH.CONTENT.4.NBT.B.4+2,Skill: Division | Problem Type: One-digit divisor; two- or three-digit dividend; two-digit quotient; remainder. | Sequence: 2,Very Low,0.130,
4,Solve word problems involving adding and subtracting multidigit numbers.,CCSS.MATH.CONTENT.4.NBT.B.4+3,"Skill: Decimals | Problem Type: Column alignment: adding tenths, hundredths, and whole numerals | Sequence: 5",Low,0.266,
4,Use place value understanding to round multi-digit whole numbers to any place.,CCSS.MATH.CONTENT.4.NBT.A.3+1,Skill: Division | Problem Type: Rounding to the nearest 10. | Sequence: 8,Very Low,0.149,
